         1970505 function calls (1955392 primitive calls) in 100.404 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 <string>:2(__init__)
        1    0.000    0.000    0.000    0.000 functions.py:602(FunctoolsPartialVariable)
        1    0.000    0.000    0.000    0.000 polyoptions.py:679(Gen)
        1    0.000    0.000    0.000    0.000 polyerrors.py:6(BasePolynomialError)
        5    0.000    0.000    0.000    0.000 basic.py:265(_hashable_content)
        1    0.000    0.000    0.000    0.000 _exporter_states.py:17(SymbolicContext)
        1    0.000    0.000    0.000    0.000 _interface.py:740(_AdjointMatrixOperator)
        1    0.000    0.000    0.000    0.000 source.py:228(NegateSource)
        1    0.000    0.000    0.000    0.000 maxvit.py:252(WindowDepartition)
        1    0.000    0.000    0.000    0.000 modules.py:260(FreeModuleElement)
        1    0.000    0.000    0.000    0.000 miscellaneous.py:864(Rem)
        1    0.000    0.000    0.000    0.000 parser.py:79(BytesParser)
        1    0.000    0.000    0.000    0.000 external_data_helper.py:23(ExternalDataInfo)
        1    0.000    0.000    0.000    0.000 zeta_functions.py:24(lerchphi)
        1    0.000    0.000    0.000    0.000 boolalg.py:1156(Implies)
        1    0.000    0.000    0.000    0.000 blas.py:239(<dictcomp>)
        4    0.000    0.000    0.000    0.000 symbol_database.py:195(Default)
        1    0.000    0.000    0.000    0.000 eval_frame.py:554(OptimizeContext)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:531(StreamVariable)
        1    0.000    0.000    0.000    0.000 complexes.py:1001(polar_lift)
        1    0.000    0.000    0.000    0.000 logic.py:322(AndOr_Base)
        1    0.000    0.000    0.000    0.000 utils.py:741(getfile)
        1    0.000    0.000    0.000    0.000 source.py:244(ConvertIntSource)
        1    0.000    0.000    0.000    0.000 eval_frame.py:279(ConfigAndHash)
        1    0.000    0.000    0.000    0.000 _util.py:375(MapWrapper)
        1    0.000    0.000    0.000    0.000 mobilenetv3.py:83(QuantizableInvertedResidual)
        1    0.000    0.000    0.000    0.000 raft.py:171(MotionEncoder)
        1    0.000    0.000    0.000    0.000 transforms.py:986(FourierTransform)
        1    0.000    0.000    0.000    0.000 bessel.py:788(hankel2)
        1    0.000    0.000    0.000    0.000 numbers.py:2064(primeomega)
        1    0.000    0.000    0.000    0.000 exponential.py:139(exp_polar)
        1    0.000    0.000    0.000    0.000 relational.py:820(_Inequality)
        1    0.000    0.000    0.000    0.000 kind.py:181(__new__)
        1    0.000    0.000    0.000    0.000 exporter.py:514(ONNXProgramSerializer)
        1    0.000    0.000    0.000    0.000 transforms.py:361(CenterCrop)
        1    0.000    0.000    0.000    0.000 transforms.py:720(RandomVerticalFlip)
        1    0.000    0.000    0.000    0.000 base.py:48(MutableLocalBase)
        1    0.000    0.000    0.000    0.000 _pep440.py:140(__lt__)
        1    0.000    0.000    0.000    0.000 numpy.py:475(JaxPrinter)
        1    0.000    0.000    0.000    0.000 functions.py:263(Pow)
        1    0.000    0.000    0.000    0.000 argparse.py:770(Action)
        2    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
        1    0.000    0.000    0.000    0.000 inception.py:398(BasicConv2d)
        1    0.000    0.000    0.000    0.000 misc.py:709(PythonModuleVariable)
        1    0.000    0.000    0.000    0.000 polynomials.py:28(OrthogonalPolynomial)
        1    0.000    0.000    0.000    0.000 numbers.py:1822(jacobi_symbol)
        1    0.000    0.000    0.000    0.000 dispatcher.py:366(MethodDispatcher)
        1    0.000    0.000    0.000    0.000 io_adapter.py:541(FlattenOutputWithTreeSpecValidationOutputStep)
        1    0.000    0.000    0.000    0.000 containers.py:556(_UnknownField)
        1    0.000    0.000    0.000    0.000 python_message.py:1565(_OneofListener)
        1    0.000    0.000    0.000    0.000 _device.py:58(DeviceContext)
        1    0.000    0.000    0.000    0.000 bessel.py:843(SphericalBesselBase)
        1    0.000    0.000    0.000    0.000 gmpyfinitefield.py:9(GMPYFiniteField)
        1    0.000    0.000    0.000    0.000 gaussiandomains.py:169(GaussianInteger)
        3    0.000    0.000    0.000    0.000 facts.py:290(split_alpha_beta)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:13(ReentrancyLock)
        1    0.000    0.000    0.000    0.000 argparse.py:861(_StoreAction)
        4    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 raft.py:237(RecurrentBlock)
        1    0.000    0.000    0.000    0.000 torch.py:139(TorchCtxManagerClassVariable)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:590(EventVariable)
        1    0.000    0.000    0.000    0.000 single.py:2389(NthLinearEulerEqHomogeneous)
        1    0.000    0.000    0.000    0.000 arrayop.py:458(Flatten)
        1    0.000    0.000    0.000    0.000 mathieu_functions.py:24(mathieus)
        4    0.000    0.000    0.000    0.000 mpelements.py:34(_set_mpc)
        1    0.000    0.000    0.000    0.000 polyutils.py:514(IntegerPowerable)
        1    0.000    0.000    0.000    0.000 _print_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 assumptions.py:497(getit)
        1    0.000    0.000    0.000    0.000 timeutils.py:40(<listcomp>)
        1    0.000    0.000    0.000    0.000 errors.py:37(MessageDefect)
        1    0.000    0.000    0.000    0.000 descriptor_database.py:23(DescriptorDatabase)
        2    0.000    0.000    0.000    0.000 eval_frame.py:261(innermost_fn)
        1    0.000    0.000    0.000    0.000 eval_frame.py:952(ExportResult)
        1    0.000    0.000    0.000    0.000 series.py:1800(SurfaceBaseSeries)
        1    0.000    0.000    0.000    0.000 faster_rcnn.py:283(TwoMLPHead)
        1    0.000    0.000    0.000    0.000 densenet.py:127(_Transition)
        1    0.000    0.000    0.000    0.000 googlenet.py:266(BasicConv2d)
        1    0.000    0.000    0.000    0.000 constant.py:195(EnumVariable)
        1    0.000    0.000    0.000    0.000 single.py:2296(NthLinearConstantCoeffUndeterminedCoefficients)
        1    0.000    0.000    0.000    0.000 transforms.py:331(MellinTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:1224(InverseSineTransform)
        1    0.000    0.000    0.000    0.000 sequences.py:1126(SeqMul)
        1    0.000    0.000    0.000    0.000 hyper.py:1129(appellf1)
        1    0.000    0.000    0.000    0.000 polyoptions.py:597(Symmetric)
        1    0.000    0.000    0.000    0.000 transforms.py:510(RandomApply)
        1    0.000    0.000    0.000    0.000 request.py:1389(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 request.py:1404(HTTPCookieProcessor)
        6    0.000    0.000    0.000    0.000 version.py:491(_parse_local_version)
        1    0.000    0.000    0.000    0.000 single.py:2194(NthLinearConstantCoeffVariationOfParameters)
        1    0.000    0.000    0.000    0.000 single.py:2669(SecondLinearBessel)
        1    0.000    0.000    0.000    0.000 rootoftools.py:151(RootOf)
        1    0.000    0.000    0.000    0.000 ordinals.py:261(OrdinalOmega)
        6    0.000    0.000    0.000    0.000 iterables.py:858(<genexpr>)
        1    0.000    0.000    0.000    0.000 engine.py:344(TRTProfilerV0)
        1    0.000    0.000    0.000    0.000 base.py:118(VariableTrackerMeta)
        7    0.000    0.000    0.000    0.000 _jit_internal.py:1120(is_scripting)
        1    0.000    0.000    0.000    0.000 argparse.py:1245(Namespace)
        1    0.000    0.000    0.000    0.000 inception.py:52(QuantizableInceptionB)
        1    0.000    0.000    0.000    0.000 transforms.py:1137(SineCosineTypeTransform)
        1    0.000    0.000    0.000    0.000 gaussiandomains.py:209(GaussianRational)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:292(ivmpf_constant)
        1    0.000    0.000    0.000    0.000 _config_module.py:329(SubConfigProxy)
        1    0.000    0.000    0.000    0.000 transforms.py:201(ToPILImage)
        1    0.000    0.000    0.000    0.000 argparse.py:1060(_VersionAction)
        1    0.000    0.000    0.000    0.000 keypoint_rcnn.py:25(KeypointRCNN)
        1    0.000    0.000    0.000    0.000 _utils.py:420(SSDMatcher)
        1    0.000    0.000    0.000    0.000 factorials.py:17(CombinatorialFunction)
        1    0.000    0.000    0.000    0.000 traversal.py:64(preorder_traversal)
        1    0.000    0.000    0.000    0.000 user_defined.py:645(RemovableHandleVariable)
        1    0.000    0.000    0.000    0.000 numbers.py:276(lucas)
        1    0.000    0.000    0.000    0.000 python_message.py:642(_FieldProperty)
        1    0.000    0.000    0.000    0.000 series.py:1755(Parametric3DLineSeries)
        5    0.000    0.000    0.000    0.000 _pep440.py:446(<lambda>)
        1    0.000    0.000    0.000    0.000 raft.py:214(ConvGRU)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:105(GenericContextWrappingVariable)
        1    0.000    0.000    0.000    0.000 single.py:2014(SecondHypergeometric)
        1    0.000    0.000    0.000    0.000 single.py:2844(LieGroup)
        2    0.000    0.000    0.000    0.000 rl.py:10(rm_id)
        1    0.000    0.000    0.000    0.000 kind.py:106(_NumberKind)
        1    0.000    0.000    0.000    0.000 _interface.py:663(_ScaledLinearOperator)
        1    0.000    0.000    0.000    0.000 misc.py:325(AutogradFunctionVariable)
        1    0.000    0.000    0.000    0.000 modules.py:504(FreeModuleQuotientRing)
        1    0.000    0.000    0.000    0.000 parameters.py:7(_global_parameters)
        1    0.000    0.000    0.000    0.000 single.py:2100(NthLinearConstantCoeffHomogeneous)
        1    0.000    0.000    0.000    0.000 diophantine.py:256(Linear)
        1    0.000    0.000    0.000    0.000 polyoptions.py:370(Greedy)
        1    0.000    0.000    0.000    0.000 expr.py:4045(UnevaluatedExpr)
        1    0.000    0.000    0.000    0.000 ImageOps.py:414(SupportsGetMesh)
        1    0.000    0.000    0.000    0.000 encoder.py:364(_SignedVarintEncoder)
        1    0.000    0.000    0.000    0.000 descriptor.py:58(_Lock)
        1    0.000    0.000    0.000    0.000 series.py:1742(Line3DBaseSeries)
        4    0.000    0.000    0.000    0.000 _jit_internal.py:1109(__getitem__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:271(__subclasshook__)
        1    0.000    0.000    0.000    0.000 replay_record.py:18(DummyModule)
        1    0.000    0.000    0.000    0.000 single.py:2485(NthLinearEulerEqNonhomogeneousVariationOfParameters)
        1    0.000    0.000    0.000    0.000 transforms.py:1343(InverseCosineTransform)
        1    0.000    0.000    0.000    0.000 kind.py:84(_UndefinedKind)
        1    0.000    0.000    0.000    0.000 exporter.py:1264(UnsatisfiedDependencyError)
        1    0.000    0.000    0.000    0.000 errors.py:62(SymbolicValueError)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:504(AddressList)
        1    0.000    0.000    0.000    0.000 errors.py:77(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 errors.py:85(HeaderDefect)
        1    0.000    0.000    0.000    0.000 _rotation_spline.py:251(RotationSpline)
        1    0.000    0.000    0.000    0.000 functions.py:246(LShift)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:153(ModeFilter)
        1    0.000    0.000    0.000    0.000 decoder.py:276(_FloatDecoder)
        1    0.000    0.000    0.000    0.000 deprecation.py:27(_DeprecationHelperStr)
        1    0.000    0.000    0.000    0.000 polyoptions.py:706(Symbols)
        2    0.000    0.000    0.000    0.000 libmpf.py:692(mpf_sign)
        1    0.000    0.000    0.000    0.000 symbolic_opset13.py:411(_reduce_op_symbolic)
        1    0.000    0.000    0.000    0.000 argparse.py:1190(FileType)
        2    0.000    0.000    0.000    0.000 {built-in method sys.getdlopenflags}
        1    0.000    0.000    0.000    0.000 mathieu_functions.py:148(mathieusprime)
        1    0.000    0.000    0.000    0.000 facts.py:571(FactKB)
        1    0.000    0.000    0.000    0.000 _exporter_states.py:8(ExportTypes)
        1    0.000    0.000    0.000    0.000 source.py:339(TupleIteratorGetItemSource)
        1    0.000    0.000    0.000    0.000 diophantine.py:454(BinaryQuadratic)
        1    0.000    0.000    0.000    0.000 diophantine.py:695(HomogeneousTernaryQuadraticNormal)
        1    0.000    0.000    0.000    0.000 expr_with_intlimits.py:5(ReorderError)
        1    0.000    0.000    0.000    0.000 modules.py:1286(SubModuleQuotientRing)
        1    0.000    0.000    0.000    0.000 lambdarepr.py:228(IntervalPrinter)
        1    0.000    0.000    0.000    0.000 mathieu_functions.py:86(mathieuc)
        1    0.000    0.000    0.000    0.000 polyerrors.py:30(PolynomialDivisionFailed)
        1    0.000    0.000    0.000    0.000 inference.py:273(PropKB)
        1    0.000    0.000    0.000    0.000 errors.py:38(UnsupportedOperatorError)
        1    0.000    0.000    0.000    0.000 transforms.py:465(Lambda)
        1    0.000    0.000    0.000    0.000 raft.py:272(FlowHead)
        1    0.000    0.000    0.000    0.000 mathieu_functions.py:210(mathieucprime)
        2    0.000    0.000    0.000    0.000 pretty_symbology.py:235(<lambda>)
        1    0.000    0.000    0.000    0.000 request.py:630(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 request.py:1232(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 deeplabv3.py:59(ASPPConv)
        1    0.000    0.000    0.000    0.000 misc.py:1118(NullVariable)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:438(NullContextVariable)
        1    0.000    0.000    0.000    0.000 single.py:2574(NthLinearEulerEqNonhomogeneousUndeterminedCoefficients)
        1    0.000    0.000    0.000    0.000 symbolic_opset13.py:27(_apply)
        1    0.000    0.000    0.000    0.000 request.py:797(ProxyHandler)
        1    0.000    0.000    0.000    0.000 wire_format.py:57(PackTag)
        1    0.000    0.000    0.000    0.000 functions.py:300(WrappedUserMethodVariable)
        1    0.000    0.000    0.000    0.000 kind.py:165(_BooleanKind)
        1    0.000    0.000    0.000    0.000 _interface.py:725(MatrixLinearOperator)
        1    0.000    0.000    0.000    0.000 request.py:1056(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 series.py:2104(ContourSeries)
        1    0.000    0.000    0.000    0.000 transforms.py:964(FourierTypeTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:1047(InverseFourierTransform)
        1    0.000    0.000    0.000    0.000 zeta_functions.py:668(riemann_xi)
        1    0.000    0.000    0.000    0.000 orderings.py:35(LexOrder)
        1    0.000    0.000    0.000    0.000 orderings.py:54(ReversedGradedLexOrder)
        1    0.000    0.000    0.000    0.000 sympify.py:39(CantSympify)
        1    0.000    0.000    0.000    0.000 <string>:2(<module>)
        1    0.000    0.000    0.000    0.000 functions.py:275(TrueDiv)
        1    0.000    0.000    0.000    0.000 usertools.py:2(<module>)
        1    0.000    0.000    0.000    0.000 source.py:169(ParamBufferSource)
